gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;tenure_group;avg_charge_per_tenure;high_value_flag;service_density;y_true;y_prob;y_pred;Prediction_Type;Risk_Level;Estimated_Cost
Female;0;Yes;No;13;Yes;No;DSL;No;No;No;No;No;No;One year;No;Electronic check;43,80;592,65;13-24;45,59;0;0;0;0,53;1;FP;Moderate;100
Female;0;No;No;41;Yes;Yes;DSL;No;No;Yes;Yes;No;Yes;One year;Yes;Electronic check;68,60;2877,05;25-60;70,17;0;3;0;0,41;0;TN;Low;0
Male;0;Yes;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);20,55;51,15;0-6;17,05;0;0;1;0,45;0;FN;Low;2000
Male;0;Yes;No;17;No;No phone service;DSL;Yes;No;Yes;No;No;No;Month-to-month;No;Mailed check;34,40;592,75;13-24;34,87;0;2;0;0,57;1;FP;Moderate;100
Male;0;Yes;No;42;Yes;Yes;DSL;Yes;No;No;No;No;No;One year;No;Credit card (automatic);56,10;2386,85;25-60;56,83;0;1;0;0,28;0;TN;Low;0
Female;0;No;No;5;Yes;No;Fiber optic;No;No;No;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);85,40;425,90;0-6;85,18;0;2;1;0,77;1;TP;High;0
Male;0;No;No;6;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Credit card (automatic);49,50;312,70;0-6;52,12;0;1;0;0,70;1;FP;Moderate;100
Male;1;Yes;No;31;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;No;Month-to-month;No;Electronic check;89,45;2807,65;25-60;90,57;0;2;0;0,72;1;FP;Moderate;100
Male;0;No;No;54;Yes;No;Fiber optic;Yes;No;Yes;No;Yes;No;Month-to-month;No;Mailed check;89,80;4667,00;25-60;86,43;0;3;0;0,59;1;FP;Moderate;100
Male;0;No;No;26;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;85,75;2146,50;25-60;82,56;0;2;0;0,87;1;FP;High;100
Female;0;Yes;Yes;45;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic);25,90;1216,60;25-60;27,04;0;0;0;0,11;0;TN;Low;0
Male;0;Yes;Yes;61;Yes;No;DSL;Yes;Yes;Yes;Yes;No;No;Two year;Yes;Bank transfer (automatic);68,05;4158,25;61-72;68,17;0;4;0;0,10;0;TN;Low;0
Female;0;No;No;58;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);24,70;1519,00;25-60;26,19;0;0;0;0,07;0;TN;Low;0
Male;0;Yes;No;30;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);20,70;587,10;25-60;19,57;0;0;0;0,10;0;TN;Low;0
Female;0;Yes;Yes;48;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);20,20;1027,25;25-60;21,40;0;0;0;0,04;0;TN;Low;0
Male;0;No;No;44;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);85,25;3704,15;25-60;84,19;0;5;0;0,43;0;TN;Low;0
Male;0;Yes;Yes;69;Yes;No;DSL;Yes;Yes;Yes;No;No;No;Two year;Yes;Bank transfer (automatic);59,75;4069,90;61-72;58,98;0;3;0;0,11;0;TN;Low;0
Male;0;No;No;4;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;88,45;370,65;0-6;92,66;0;2;1;0,94;1;TP;High;0
Female;0;Yes;Yes;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);20,30;224,50;7-12;18,71;0;0;0;0,10;0;TN;Low;0
Female;0;Yes;Yes;25;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;18,70;383,65;25-60;15,35;0;0;0;0,07;0;TN;Low;0
Male;0;No;Yes;31;Yes;Yes;DSL;No;Yes;No;Yes;Yes;Yes;One year;Yes;Mailed check;79,45;2587,70;25-60;83,47;0;4;1;0,44;0;FN;Low;2000
Female;0;No;No;2;Yes;No;Fiber optic;Yes;Yes;No;Yes;No;No;Month-to-month;Yes;Electronic check;86,25;181,65;0-6;90,83;0;3;1;0,71;1;TP;Moderate;0
Male;0;Yes;No;25;Yes;Yes;DSL;No;No;Yes;No;No;No;Month-to-month;No;Credit card (automatic);55,55;1405,30;25-60;56,21;0;1;0;0,60;1;FP;Moderate;100
Male;0;No;No;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19,95;147,50;7-12;21,07;0;0;0;0,49;0;TN;Low;0
Female;0;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;92,40;6786,10;61-72;94,25;1;6;0;0,14;0;TN;Low;0
Male;0;No;No;24;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;96,00;2122,45;13-24;88,44;0;3;1;0,76;1;TP;High;0
Female;0;Yes;Yes;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);24,45;1709,10;61-72;23,74;0;0;0;0,02;0;TN;Low;0
Female;0;No;No;38;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19,30;755,50;25-60;19,88;0;0;0;0,12;0;TN;Low;0
Male;0;Yes;Yes;65;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);24,75;1715,10;61-72;26,39;0;0;0;0,02;0;TN;Low;0
Male;0;No;No;20;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,40;415,40;13-24;20,77;0;0;0;0,38;0;TN;Low;0
Female;0;Yes;No;19;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;89,10;1620,80;13-24;85,31;0;2;0;0,90;1;FP;High;100
Male;0;Yes;No;59;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;No;Month-to-month;Yes;Electronic check;106,75;6252,90;25-60;105,98;1;5;1;0,60;1;TP;Moderate;0
Female;0;No;No;1;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;74,90;74,90;0-6;74,90;0;1;1;0,94;1;TP;High;0
Male;0;Yes;Yes;63;Yes;Yes;DSL;Yes;Yes;Yes;No;Yes;Yes;Two year;No;Credit card (automatic);83,50;5435,00;61-72;86,27;0;5;0;0,13;0;TN;Low;0
Male;0;Yes;No;49;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);99,25;4920,80;25-60;100,42;1;4;0;0,57;1;FP;Moderate;100
Female;0;Yes;Yes;72;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;60,00;4264,00;61-72;59,22;0;5;0;0,16;0;TN;Low;0
Male;0;Yes;No;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);25,85;1872,20;61-72;26,00;0;0;0;0,04;0;TN;Low;0
Female;0;No;No;59;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;One year;No;Credit card (automatic);79,85;4786,10;25-60;81,12;0;5;0;0,34;0;TN;Low;0
Male;0;No;No;54;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);108,00;5760,65;25-60;106,68;1;5;0;0,40;0;TN;Low;0
Female;0;Yes;Yes;49;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;95,60;4783,50;25-60;97,62;1;2;1;0,88;1;TP;High;0
Female;0;No;No;41;No;No phone service;DSL;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;40,35;1677,85;25-60;40,92;0;2;0;0,75;1;FP;Moderate;100
Female;0;Yes;Yes;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);20,10;232,40;7-12;19,37;0;0;0;0,47;0;TN;Low;0
Male;0;No;No;34;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);25,05;852,70;25-60;25,08;0;0;0;0,66;1;FP;Moderate;100
Male;0;No;No;35;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;No;Month-to-month;No;Electronic check;95,50;3418,20;25-60;97,66;1;3;0;0,73;1;FP;Moderate;100
Female;0;Yes;Yes;57;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);65,20;3687,85;25-60;64,70;0;3;0;0,33;0;TN;Low;0
Female;0;Yes;No;69;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;One year;Yes;Credit card (automatic);95,65;6744,20;61-72;97,74;1;3;0;0,58;1;FP;Moderate;100
Male;0;No;No;17;Yes;Yes;DSL;Yes;No;No;No;No;Yes;Month-to-month;No;Bank transfer (automatic);65,75;1111,20;13-24;65,36;0;2;0;0,59;1;FP;Moderate;100
Male;1;Yes;No;11;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,20;834,70;7-12;75,88;0;0;0;0,91;1;FP;High;100
Female;0;No;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;25,15;25,15;0-6;25,15;0;0;0;0,88;1;FP;High;100
Male;0;Yes;No;8;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;74,50;609,90;7-12;76,24;0;1;1;0,77;1;TP;High;0
Male;0;Yes;Yes;69;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);20,20;1376,50;61-72;19,95;0;0;0;0,03;0;TN;Low;0
Female;0;Yes;No;27;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Credit card (automatic);95,00;2462,55;25-60;91,21;0;2;0;0,76;1;FP;High;100
Male;0;No;No;2;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);73,25;131,05;0-6;65,53;0;0;1;0,89;1;TP;High;0
Female;0;Yes;Yes;14;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;70,20;1046,50;13-24;74,75;0;0;0;0,89;1;FP;High;100
Female;0;No;No;65;Yes;No;DSL;Yes;Yes;No;Yes;No;No;Two year;Yes;Mailed check;59,60;3739,80;61-72;57,54;0;3;0;0,12;0;TN;Low;0
Male;0;Yes;Yes;36;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,45;754,50;25-60;20,96;0;0;0;0,04;0;TN;Low;0
Male;0;No;No;10;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);86,05;834,10;7-12;83,41;0;1;1;0,85;1;TP;High;0
Female;0;No;No;47;No;No phone service;DSL;Yes;No;Yes;Yes;No;No;Two year;No;Mailed check;41,90;1875,25;25-60;39,90;0;3;0;0,12;0;TN;Low;0
Male;0;No;No;67;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;19,80;1311,30;61-72;19,57;0;0;0;0,06;0;TN;Low;0
Male;0;No;No;46;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);60,75;2893,40;25-60;62,90;0;5;0;0,15;0;TN;Low;0
Male;0;Yes;No;40;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;50,15;2058,50;25-60;51,46;0;1;0;0,62;1;FP;Moderate;100
Male;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);114,05;8468,20;61-72;117,61;1;6;0;0,19;0;TN;Low;0
Female;0;Yes;No;34;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);50,20;1815,30;25-60;53,39;0;1;0;0,46;0;TN;Low;0
Female;0;Yes;Yes;67;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);105,65;6717,90;61-72;100,27;1;4;0;0,39;0;TN;Low;0
Male;1;Yes;No;45;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;No;One year;Yes;Bank transfer (automatic);98,70;4525,80;25-60;100,57;1;4;0;0,50;0;TN;Low;0
Female;0;No;No;19;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;95,15;1789,25;13-24;94,17;0;3;1;0,75;1;TP;Moderate;0
Female;0;Yes;Yes;8;Yes;No;DSL;No;Yes;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);56,30;401,50;7-12;50,19;0;2;0;0,52;1;FP;Moderate;100
Male;0;Yes;No;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,30;1304,80;61-72;18,12;0;0;0;0,05;0;TN;Low;0
Female;0;No;No;31;No;No phone service;DSL;Yes;Yes;No;Yes;No;Yes;Two year;Yes;Bank transfer (automatic);49,85;1520,10;25-60;49,04;0;4;0;0,15;0;TN;Low;0
Female;0;Yes;Yes;70;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);89,00;6293,20;61-72;89,90;0;6;0;0,11;0;TN;Low;0
Male;0;No;No;2;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Electronic check;79,00;143,65;0-6;71,83;0;1;1;0,93;1;TP;High;0
Female;0;Yes;Yes;70;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;106,50;7397,00;61-72;105,67;1;4;0;0,66;1;FP;Moderate;100
Male;0;No;No;13;No;No phone service;DSL;Yes;No;No;Yes;Yes;No;Month-to-month;Yes;Credit card (automatic);45,55;597,00;13-24;45,92;0;3;1;0,52;1;TP;Moderate;0
Female;0;No;No;25;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;100,25;2387,75;25-60;95,51;0;3;1;0,88;1;TP;High;0
Female;0;No;No;70;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);58,35;4214,25;61-72;60,20;0;5;0;0,10;0;TN;Low;0
Male;0;No;No;20;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Mailed check;98,55;2031,95;13-24;101,60;0;3;0;0,72;1;FP;Moderate;100
Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;20,20;20,20;0-6;20,20;0;0;1;0,68;1;TP;Moderate;0
Female;0;No;No;24;No;No phone service;DSL;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);54,15;1240,25;13-24;51,68;0;4;1;0,67;1;TP;Moderate;0
Male;0;No;Yes;10;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;95,20;930,40;7-12;93,04;0;2;1;0,90;1;TP;High;0
Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19,90;19,90;0-6;19,90;0;0;1;0,68;1;TP;Moderate;0
Male;0;Yes;No;9;Yes;No;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Mailed check;70,05;564,40;7-12;62,71;0;3;0;0,72;1;FP;Moderate;100
Male;1;No;No;4;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);50,95;207,35;0-6;51,84;0;3;0;0,85;1;FP;High;100
Male;0;No;No;3;No;No phone service;DSL;No;No;Yes;No;Yes;No;Month-to-month;Yes;Mailed check;40,15;130,75;0-6;43,58;0;2;1;0,87;1;TP;High;0
Male;1;Yes;No;69;No;No phone service;DSL;Yes;Yes;No;No;Yes;Yes;Two year;No;Credit card (automatic);56,55;3952,65;61-72;57,28;0;4;0;0,16;0;TN;Low;0
Female;0;No;No;39;Yes;No;Fiber optic;No;No;Yes;Yes;No;No;Two year;Yes;Electronic check;80,45;3201,55;25-60;82,09;0;2;1;0,34;0;FN;Low;2000
Male;0;No;No;61;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;106,45;6300,15;61-72;103,28;1;4;0;0,66;1;FP;Moderate;100
Female;0;No;Yes;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;19,60;35,85;0-6;17,93;0;0;1;0,45;0;FN;Low;2000
Male;0;Yes;No;61;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;No;Month-to-month;No;Bank transfer (automatic);99,40;5943,65;61-72;97,44;1;4;0;0,50;0;TN;Low;0
Male;0;Yes;No;70;No;No phone service;DSL;No;Yes;Yes;Yes;No;Yes;One year;Yes;Bank transfer (automatic);51,05;3635,15;61-72;51,93;0;4;0;0,35;0;TN;Low;0
Female;0;No;No;31;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;76,05;2227,80;25-60;71,86;0;0;0;0,88;1;FP;High;100
Male;0;No;No;27;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);20,35;531,60;25-60;19,69;0;0;0;0,06;0;TN;Low;0
Female;0;Yes;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;24,80;24,80;0-6;24,80;0;0;1;0,90;1;TP;High;0
Male;0;Yes;Yes;31;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;No;One year;No;Bank transfer (automatic);98,05;3082,10;25-60;99,42;1;3;0;0,39;0;TN;Low;0
Male;0;No;No;70;Yes;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);104,00;7250,15;61-72;103,57;1;4;1;0,36;0;FN;Low;2000
Male;0;Yes;No;24;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Mailed check;53,60;1315,35;13-24;54,81;0;2;0;0,44;0;TN;Low;0
Male;0;Yes;No;72;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);85,15;6316,20;61-72;87,72;0;5;0;0,16;0;TN;Low;0
Female;0;No;Yes;4;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;No;Mailed check;89,60;365,65;0-6;91,41;0;2;1;0,86;1;TP;High;0
Female;0;No;No;8;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;49,85;365,55;7-12;45,69;0;1;1;0,72;1;TP;Moderate;0
Male;0;Yes;No;6;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;25,10;171,00;0-6;28,50;0;0;0;0,23;0;TN;Low;0
Female;0;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);113,65;8182,75;61-72;113,65;1;6;0;0,21;0;TN;Low;0
Male;0;Yes;Yes;53;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;105,25;5576,30;25-60;105,21;1;4;0;0,66;1;FP;Moderate;100
Female;0;No;No;5;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;84,00;424,75;0-6;84,95;0;1;0;0,94;1;FP;High;100
Male;0;Yes;Yes;59;No;No phone service;DSL;Yes;No;Yes;No;No;No;One year;No;Mailed check;34,80;1980,30;25-60;33,56;0;2;0;0,24;0;TN;Low;0
Male;0;No;No;1;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;No;Credit card (automatic);49,00;49,00;0-6;49,00;0;1;0;0,72;1;FP;Moderate;100
Female;1;Yes;Yes;66;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;One year;Yes;Credit card (automatic);110,60;7210,85;61-72;109,26;1;5;0;0,48;0;TN;Low;0
Male;1;Yes;No;30;Yes;Yes;DSL;No;No;Yes;No;Yes;Yes;Two year;No;Electronic check;74,85;2181,75;25-60;72,72;0;3;0;0,32;0;TN;Low;0
Male;0;No;No;28;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;One year;No;Electronic check;100,20;2688,45;25-60;96,02;0;3;0;0,62;1;FP;Moderate;100
Female;0;No;Yes;44;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,90;868,10;25-60;19,73;0;0;0;0,05;0;TN;Low;0
Male;0;No;Yes;64;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);99,15;6171,20;61-72;96,42;1;4;0;0,61;1;FP;Moderate;100
Female;1;No;No;37;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);106,75;4056,75;25-60;109,64;1;4;1;0,67;1;TP;Moderate;0
Female;0;Yes;No;71;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Electronic check;109,25;7707,70;61-72;108,56;1;5;0;0,39;0;TN;Low;0
Male;1;Yes;No;63;No;No phone service;DSL;Yes;No;No;Yes;No;No;One year;No;Bank transfer (automatic);36,10;2298,90;61-72;36,49;0;2;0;0,19;0;TN;Low;0
Male;1;No;No;35;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;95,45;3474,05;25-60;99,26;1;2;1;0,89;1;TP;High;0
Female;0;Yes;Yes;55;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);20,00;1087,25;25-60;19,77;0;0;0;0,29;0;TN;Low;0
Female;0;No;No;18;Yes;Yes;Fiber optic;No;No;No;Yes;No;Yes;Month-to-month;Yes;Electronic check;90,10;1612,75;13-24;89,60;0;2;1;0,76;1;TP;High;0
Male;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;89,55;89,55;0-6;89,55;0;2;1;0,95;1;TP;High;0
Male;0;No;No;1;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Mailed check;50,65;50,65;0-6;50,65;0;1;1;0,84;1;TP;High;0
Male;0;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;No;Bank transfer (automatic);82,30;5815,15;61-72;80,77;0;5;0;0,09;0;TN;Low;0
Male;0;No;No;12;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;Month-to-month;Yes;Electronic check;67,25;832,30;7-12;69,36;0;3;0;0,54;1;FP;Moderate;100
Female;0;Yes;Yes;33;Yes;Yes;DSL;No;No;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;79,15;2531,40;25-60;76,71;0;4;0;0,44;0;TN;Low;0
Female;0;Yes;Yes;72;Yes;No;DSL;Yes;Yes;Yes;No;Yes;No;Two year;Yes;Credit card (automatic);70,65;5011,15;61-72;69,60;0;4;0;0,11;0;TN;Low;0
Female;0;Yes;No;3;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;94,90;273,20;0-6;91,07;0;2;0;0,93;1;FP;High;100
Male;0;No;No;42;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;19,55;839,40;25-60;19,99;0;0;0;0,13;0;TN;Low;0
Male;0;Yes;Yes;9;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;101,50;906,85;7-12;100,76;0;4;0;0,78;1;FP;High;100
Male;0;No;No;35;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);102,35;3626,10;25-60;103,60;1;4;1;0,61;1;TP;Moderate;0
Female;0;Yes;Yes;24;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;19,70;494,05;13-24;20,59;0;0;0;0,05;0;TN;Low;0
Female;1;No;No;54;Yes;Yes;DSL;No;Yes;No;Yes;Yes;No;One year;No;Mailed check;72,10;3886,05;25-60;71,96;0;3;0;0,33;0;TN;Low;0
Female;0;Yes;Yes;64;Yes;No;DSL;Yes;No;No;Yes;Yes;No;One year;No;Mailed check;65,80;4068,00;61-72;63,56;0;3;0;0,20;0;TN;Low;0
Male;1;Yes;No;67;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);83,85;5588,80;61-72;83,41;0;2;0;0,51;1;FP;Moderate;100
Female;0;No;No;10;Yes;No;Fiber optic;Yes;No;No;No;Yes;No;Month-to-month;Yes;Mailed check;84,70;832,05;7-12;83,20;0;2;1;0,72;1;TP;Moderate;0
Female;1;Yes;No;35;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;No;Bank transfer (automatic);102,05;3452,55;25-60;98,64;1;3;0;0,76;1;FP;High;100
Female;0;Yes;Yes;58;No;No phone service;DSL;No;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);55,50;3166,90;25-60;54,60;0;4;0;0,17;0;TN;Low;0
Male;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;44,00;44,00;0-6;44,00;0;0;0;0,91;1;FP;High;100
Male;0;Yes;No;62;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;One year;No;Electronic check;96,10;6001,45;61-72;96,80;1;3;0;0,47;0;TN;Low;0
Male;0;Yes;No;20;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20,65;417,50;13-24;20,88;0;0;0;0,11;0;TN;Low;0
Female;0;Yes;No;26;No;No phone service;DSL;Yes;Yes;Yes;No;Yes;No;One year;No;Bank transfer (automatic);47,85;1190,50;25-60;45,79;0;4;0;0,30;0;TN;Low;0
Female;0;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;85,00;85,00;0-6;85,00;0;1;1;0,95;1;TP;High;0
Male;0;Yes;No;37;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;No;Two year;No;Mailed check;94,30;3460,95;25-60;93,54;1;3;0;0,33;0;TN;Low;0
Male;0;No;No;4;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,75;78,30;0-6;19,57;0;0;0;0,60;1;FP;Moderate;100
